강좌명,학습기관,학습기간,접수기간,강사명,수강료,교육방법,교육대상,교육주기,교육정원,교육장소,교육문의전화,접수방법,직업능력개발_훈련비지원,교육공고_링크,조회수
16.[야간특강] TV광고로 재미있게 배우는 보험,서구평생학습관,2024.12.05 ~ 2024.12.05,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1665&menuCd=DOM_000000703001004000,0
[모모라미스튜디오] 팝아트 초상화 원데이 클래스,부산진구평생학습관,2024.12.04 ~ 2024.12.04,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7027&lectureCode=20240814WRII1796&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
크리스마스 토탈공예 (체험),부산진구평생학습관,2024.11.28 ~ 2024.12.12,2024.09.05 ~ 2024.09.11,공선아 동아리,무료,Offline (오프라인),일반성인,,10,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7127&lectureCode=20240828RTDC7048&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
15.[야간특강] 대한민국은 왜 아파트인가,서구평생학습관,2024.11.28 ~ 2024.11.28,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1664&menuCd=DOM_000000703001004000,0
[모모라미스튜디오] 크리스마스 트리 나이프화,부산진구평생학습관,2024.11.27 ~ 2024.11.27,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7026&lectureCode=20240814NDTV2128&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
14.[야간특강] 주식 초보자도 쉽게 배우는 주식이야기,서구평생학습관,2024.11.21 ~ 2024.11.21,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1663&menuCd=DOM_000000703001004000,0
[베이킹숲] 나만의 홈베이킹 (주말/3기),부산진구평생학습관,2024.11.16 ~ 2024.11.30,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,6,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7022&lectureCode=20240814FQUB7352&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말2),부산진구평생학습관,2024.11.16 ~ 2024.11.23,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7050&lectureCode=20240816CEOX6792&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
18.[주말 가족특강] 예쁜 간식 화과자 만들기(10구),서구평생학습관,2024.11.16 ~ 2024.11.16,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,10,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1667&menuCd=DOM_000000703001004000,0
[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말2),부산진구평생학습관,2024.11.16 ~ 2024.11.16,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7050&lectureCode=20240816CEOX6792&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
13.[야간특강] 저자극 각질제거 커피슈거 스크럽제,서구평생학습관,2024.11.14 ~ 2024.11.14,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1662&menuCd=DOM_000000703001004000,0
[송협주판화공방] 실크스크린 아카데미(11월),부산진구평생학습관,2024.11.07 ~ 2024.11.28,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7011&lectureCode=20240814HMEG1365&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
"홈 인테리어, 토탈공예 (체험)",부산진구평생학습관,2024.11.07 ~ 2024.11.21,2024.09.05 ~ 2024.09.11,최진선,무료,Offline (오프라인),일반성인,,10,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7126&lectureCode=20240828HXJB8798&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
12.[야간특강] 수려한 원석 비즈공예 비녀,서구평생학습관,2024.11.07 ~ 2024.11.07,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1661&menuCd=DOM_000000703001004000,0
[은모루] 퇴근후 취미는 실버쥬얼리 - 크리스마스선물(야간),부산진구평생학습관,2024.11.06 ~ 2024.12.11,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7074&lectureCode=20240816NILY9503&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
나만의 플라워 스튜디오(11월),부산진구평생학습관,2024.11.06 ~ 2024.11.27,2024.09.05 ~ 2024.09.11,박진우,무료,Offline (오프라인),일반성인,,15,조리실,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7112&lectureCode=20240828MJHZ4261&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
[모모라미스튜디오] 왕초보 나이프화 - 겨울,부산진구평생학습관,2024.11.06 ~ 2024.11.20,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7028&lectureCode=20240814CUJF1901&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[유리풀] 스테인드 글라스 조명 만들기,부산진구평생학습관,2024.11.06 ~ 2024.11.06,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7082&lectureCode=20240823LSCG3549&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[헤르테세라믹] 유니크한 오브제 만들기(저녁),부산진구평생학습관,2024.11.05 ~ 2024.12.03,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7044&lectureCode=20240816OGQY4056&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[윤슬공방] 나만의 제품 만들기 - 양단 조끼(중급반),부산진구평생학습관,2024.11.05 ~ 2024.11.14,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6990&lectureCode=20240814TOGE5596&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[헤르테세라믹] 유니크한 오브제 만들기(저녁),부산진구평생학습관,2024.11.04 ~ 2024.12.02,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7044&lectureCode=20240816OGQY4056&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[헤르테세라믹] 유니크한 오브제 만들기(오전),부산진구평생학습관,2024.11.04 ~ 2024.12.02,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7084&lectureCode=20240823VXGJ6156&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[한걸음]플라워하바리움 소품,서구평생학습관,2024.11.04 ~ 2024.11.04,2024.09.25 ~ 2024.10.11,,무료,,고등학생,,10,서구평생학습관,051-240-4045,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1682&menuCd=DOM_000000703001004000,0
꼬마쉐프! 요리교실 (11월),부산진구평생학습관,2024.11.02 ~ 2024.11.30,2024.09.05 ~ 2024.09.11,김명진,무료,Offline (오프라인),기타,,6,조리실,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7124&lectureCode=20240828ZFYP2879&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,0
[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말1),부산진구평생학습관,2024.11.02 ~ 2024.11.09,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7051&lectureCode=20240816TALY7438&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말1),부산진구평생학습관,2024.11.02 ~ 2024.11.02,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7051&lectureCode=20240816TALY7438&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
11.[야간특강] 실용적인 압화 에코백,서구평생학습관,2024.10.31 ~ 2024.10.31,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1660&menuCd=DOM_000000703001004000,0
[은모루] 퇴근후 취미는 실버쥬얼리 - 크리스마스선물,부산진구평생학습관,2024.10.30 ~ 2024.12.04,2024.08.23 ~ 2024.09.02,김하영,무료,Offline (오프라인),기타,,8,기타,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7074&lectureCode=20240816NILY9503&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,0
[한걸음]모루인형 키링,서구평생학습관,2024.10.28 ~ 2024.10.28,2024.09.25 ~ 2024.10.11,,무료,,고등학생,,10,서구평생학습관,051-240-4045,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1681&menuCd=DOM_000000703001004000,0
(10/26) 가족이 함께 떠나는 숲체험 & 놀이 - 낙엽으로 만드는 무지개 세계,북구평생학습관,2024.10.26 ~ 2024.10.26,2024.08.16 ~ 2024.10.19,,무료,Offline (오프라인),기타,토,10,야외수업(화명생태공원),,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2450,0
[제4회 중구평생학습주간 특강] 북유럽 신화와 인문학,중구평생학습관,2024.10.25 ~ 2024.10.25,2024.10.02 ~ 2024.10.18,인문학당 달리 주관,무료,Offline (오프라인),일반성인,,10,1강의실,051-600-4165,온라인접수,수강료 미지원,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=238189,0
10.[야간특강] 가을에 어울리는 DIY향수 디퓨저,서구평생학습관,2024.10.24 ~ 2024.10.24,2024.09.24 ~ 2024.10.13,,무료,,고등학생,,30,서구평생학습관,051-240-4044,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1659&menuCd=DOM_000000703001004000,0
커피 바리스타,영도구평생학습관,2024.10.23 ~ 2024.12.19,2024.09.19 ~ 2024.09.30,김효진,100000원,Offline (오프라인),기타,,10,영도장애인복지관,--,,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2905,0
(10/23) 맛있는 커피의 비밀! 핸드드립 제대로 내리는 법 A to Z,북구평생학습관,2024.10.23 ~ 2024.10.23,2024.08.16 ~ 2024.10.16,,5000원,Offline (오프라인),일반성인,수,12,만덕도서관 회의실,,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2444,0
[BLESS 4U] (10/22) 3세대 가족스포츠 '한궁' 게임 체험,북구평생학습관,2024.10.22 ~ 2024.10.22,2024.09.23 ~ 2024.10.18,,무료,Offline (오프라인),일반성인,화,12,만덕도서관 3층 회의실,051-309-6172,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2468,0
[BLESS 4U] (10/22) 3세대 가족스포츠 <한궁> 게임 체험,북구평생학습관,2024.10.22 ~ 2024.10.22,2024.09.23 ~ 2024.10.18,,무료,Offline (오프라인),일반성인,화,12,만덕도서관 3층 회의실,051-309-6172,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2468,0
[한걸음]가을을 머금은 하이볼,서구평생학습관,2024.10.21 ~ 2024.10.21,2024.09.25 ~ 2024.10.11,,무료,,고등학생,,10,서구평생학습관,051-240-4045,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1680&menuCd=DOM_000000703001004000,0
"하반기 영어 Story Time With Craft(2018~2019년, 6~7세)",영도구평생학습관,2024.10.19 ~ 2024.11.30,2024.09.11 ~ 2024.10.17,최진영,무료,Offline (오프라인),기타,,15,Yellow Class,051-419-5673,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2914,0
하반기 영어 Talk Talk English(2017~2016)초등1~2학년,영도구평생학습관,2024.10.19 ~ 2024.11.30,2024.09.11 ~ 2024.10.17,이미숙,무료,Offline (오프라인),기타,,15,Green Class,051-419-5673,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2915,0
(10/19) 숲해설가와 떠나는 가을숲 나들이 - 화지산 편백숲과 식물천연기념물 탐방,북구평생학습관,2024.10.19 ~ 2024.10.19,2024.08.16 ~ 2024.10.12,,무료,Offline (오프라인),일반성인,토,20,야외수업(화지산 일대),,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2449,0
(10/19) 숲해설가와 떠나는 가을숲 나들이 - 화지산 편백숲 탐방,북구평생학습관,2024.10.19 ~ 2024.10.19,2024.08.16 ~ 2024.10.12,,무료,Offline (오프라인),일반성인,토,20,야외수업(화지산 일대),,온라인접수,수강료 미지원,https://www.bsbukgu.go.kr/reservation/index.bsbukgu&menuCd=DOM_000001801002000000&mode=view&programIdx=2449,0
[한걸음]도자기 공예,서구평생학습관,2024.10.18 ~ 2024.11.08,2024.09.25 ~ 2024.10.11,,무료,,고등학생,,10,오캄세라믹,051-240-4045,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1677&menuCd=DOM_000000703001004000,0
[한걸음]귀가 열리는 팝송,서구평생학습관,2024.10.18 ~ 2024.11.08,2024.09.25 ~ 2024.10.11,,무료,,고등학생,,10,남일이네작은도서관,051-240-4045,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1676&menuCd=DOM_000000703001004000,0
10월 폴짝폴짝 체험형 동화구연(10.18.) B반,영도구평생학습관,2024.10.18 ~ 2024.10.18,2024.10.08 ~ 2024.10.17,이근희,무료,Offline (오프라인),기타,,7,영도도서관 지하1층 폴짝폴짝,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2930,0
10월 폴짝폴짝 체험형 동화구연(10.18.) A반,영도구평생학습관,2024.10.18 ~ 2024.10.18,2024.10.08 ~ 2024.10.17,이근희,무료,Offline (오프라인),기타,,7,영도도서관 지하1층 폴짝폴짝,051-419-4834,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2929,0
스마트폰 기초 및 활용,영도구평생학습관,2024.10.17 ~ 2024.12.05,2024.10.10 ~ 2024.10.15,,무료,Offline (오프라인),기타,,6,,--,온라인접수,수강료 미지원,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2927,0
[한걸음]아크릴 캔버스화,서구평생학습관,2024.10.17 ~ 2024.11.07,2024.09.25 ~ 2024.10.11,,무료,,고등학생,,7,탑화실,051-240-4045,온라인접수,수강료 지원,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1675&menuCd=DOM_000000703001004000,0
힐링 토탈공예 (체험),부산진구평생학습관,2024.10.17 ~ 2024.10.31,2024.09.05 ~ 2024.09.11,김하영,무료,Offline (오프라인),일반성인,,10,강의실3,051-605-6382,온라인접수,수강료 미지원,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7125&lectureCode=20240828OLAU8443&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,0
