출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,링크
워크넷,한빛재가복지센터,(전포동) 재가 요양보호사,"시급 9,860원 이상",24/09/13,정보 없음,"부산광역시 부산진구 전포대로 280, . (전포동, 한성시티빌)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",노인 요양 복지시설 운영업,,"<td>
              
              **전포동 한성시티빌<br/>* 3등급 여자어르신(86세, 가족과 거주 중이나 근무시간에는 부재)/대상자종교 불교<br/>* 거동 가능, 식사도움, 청소 및 일반요양보호사 업무<br/>* 근무시간 : 08:30~11:30(주6일/서비스이용자의 상황에 따라 근로시간 외 ""추가시간"" 있을 수 있음)<br/>*시급 : 12,400원(수당 포함)*제세수당 별도 문의<br/><br/>* 동 구인은 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBL002409130001&rtnTarget=list7
워크넷,다온건강재가복지센터,[신평동] 4등급 남자어르신 돌봄(독거),"시급 9,860원 ~ 9,860원",24/09/13,24/10/25 마감,부산광역시 사하구 다대로130번길 26 (신평동),관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              - 4등급 남자어르,신 독거 (77세)<br/>- 주5일 (월~금)<br/>- 14시~17시<br/>- 문의전화 051-405-1300<br/> *1년 내 건강검진 및 요양보호사자격증<br/><br/>*시급 총 12,500원(시급 9,860원 + 주휴수당, 연차수당 별도 지급 포함)<br/>*실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로, 채용 시 근로자 마다 주 소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912409130006&rtnTarget=list8
워크넷,（주）삼성보안공사,[우동] 아파트 청소원 모집,"시급 9,860원 이상",24/09/13,정보 없음,"부산광역시 해운대구 센텀동로 25, .. (우동, 대우월드마크센텀아파트)",관계없음,학력무관,주 6일 근무,경비 및 경호 서비스업,051-310-5193,"<td>
              
              ===============<br/>**사상구청 채용대행**<br/>===============<br/><br/>- 우동 대우 월드마크센텀 청소원 모집<br/>- 근무시간 : 화-금 08:30~15:00 / 토-일 08:00~14:00 / 휴게시간 1시간 15분 / 매주 월요일 휴무<br/>- 임금 : 1,652,840원<br/>- 출근예정일 : 2024년 10월 2일<br/><br/>* 담당자와 통화 후 안내 받으시길 바랍니다.<br/>* 사상구청 담당자 :  051-310-5193
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002409130003&rtnTarget=list9
워크넷,(주)디이씨오,[부곡동] 아파트 미화원 모집,월급 159만원 이상,24/09/13,정보 없음,"부산광역시 금정구 부곡로42번길 25, . (부곡동, 온천장역동원로얄듀크)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 28시간)",사업시설 유지․관리 서비스업,051-310-5195,"<td>
              
              ===================<br/>**사상구청 채용대행**<br/>===================<br/><br/>* 온천장역 동원로얄듀크 아파트 단지 내 청소<br/>- 1호선 온천장역 10분 거리<br/>- 주6일, 09:00~15:40(월~금) / 9:00~12:00(토요일)<br/>- 임금 : 1,593,870원<br/>- 출근예정일: 10/1<br/><br/>- 담당자와 통화 후 면접시간, 장소 안내 받으시길 바랍니다.<br/>- 담당자: 사상구청 일자리센터 051-310-5195
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002409130002&rtnTarget=list10
워크넷,(주)영진엘리베이터,"승강기 용접, 승강기 조립 모집(장안)",월급 230만원 ~ 230만원,24/09/13,24/09/26 마감,"부산광역시 기장군 장안읍 오리산단7로 25, ,",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",승강기 제조업,,"<td>
              
              (주)영진엘리베이터 <br/>- 근무주소 : 장안읍 오리산단7로 25<br/>- 모집직종 : 용접공<br/>- 우대사항 : 운전면허<br/>- 근무시간 : 주 5일, 08:00~17:00<br/>- 급여사항 : 월 230만원<br/>- 전화 후 방문, 전자우편, 팩스, 워크넷 접수 -이력서, 자기소개서<br/>* 문의 : 051-784-7004, 팩스 : 051-784-7047
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002409130001&rtnTarget=list1
워크넷,（주）삼성보안공사,[다대동] 아파트 청소원 모집,"시급 9,860원 이상",24/09/13,정보 없음,"부산광역시 사하구 다대로 473, .. (다대동, 다대포현대아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 26시간)",경비 및 경호 서비스업,051-310-4226,"<td>
              
              ===============<br/>**사상구청 채용대행**<br/>===============<br/><br/>- 근무지: 다대현대아파트아파트 <br/>- 아파트 단지 내 청소 업무<br/>- 주5일, 09:00 - 15:20 <br/>- 임금: 월 1,376,560원<br/><br/>* 담당자와 통화 후 면접시간, 장소 안내 받으시길 바랍니다.<br/>* 채용 담당자:  051-310-4226
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBJ002409130001&rtnTarget=list2
워크넷,모라재가복지센터,[4등급] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",24/09/13,정보 없음,"부산광역시 사상구 모라로192번길 20-21, . (모라동, 모라주공아파트3단지)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              * 모라주공3단지 아파트<br/><br/>- 4등급 70대초 여자어르신/부부거주[환자위주 케어]<br/>- 오전 9시~12시(주5일) <br/>- 일상생활지원등<br/>- 시급:12,500원(시급 9,860원, 주휴수당, 연차수당 별도 지급 포함)<br/>- 문의: 051-305-9655
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10912409130002&rtnTarget=list3
워크넷,(주)길데이케어센터,[우동] 해운대자이아파트 재가요양보호사 모집,"시급 9,860원 이상",24/09/12,정보 없음,"부산광역시 해운대구 해운대로469번길 110, . (우동, 해운대자이2차)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 10시간)",사회복지 상담서비스 제공업,,"<td>
              
              [우동] 해운대자이아파트 재가요양보호사 모집 <br/><br/>- 대상자 : 4등급 83 할머니 / 아들부부 동거(케어 할때 거의외출)<br/>- 근무시간 : 오후 18시~ 20시 / 2시간 / 주5일<br/>- 시급 :  9,860 + 제세수당 별도문의 <br/>- 근무지 : 우동 해운대자이2차 아파트 (벡스코근처)<br/>- 근무내용: 안전관리케어 , 일상생활지원, 목욕 주1회 , 말벗, 가사지원 등<br/><br/>- 채용담당자 :☎0517411109 / 010575482200 / 팩스0517411107  [ 길데이케어센터 ]<br/><br/>
</td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBQ002409120006&rtnTarget=list4
워크넷,더조은재가복지센터,재가방문요양보호사 모집(일광),"시급 9,860원 ~ 9,860원",24/09/12,정보 없음,"부산광역시 기장군 일광읍 이화로 17, . (부전비치)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              ㅁ 업 체 명 : 더조은재가복지센터 (일광센터)<br/>ㅁ 근 무 지 : 일광읍 부전비치아파트<br/>ㅁ 모집직종 : 재가요양보호사  1명  (대상자: 2등급 81세 할아버지, 부부거주) <br/>ㅁ 우대사항 : 요양보호사 자격증 1급(필수)<br/>ㅁ 근무시간 : 주 6일, 08:30~11:30<br/>ㅁ 급여사항 : 시급 12,500 (수당포함)<br/>ㅁ 복리후생 : 4대보험, 퇴직금<br/>ㅁ 접수방법 : 전화 후 방문 접수 - 요양보호사 자격증, 채용신체검사서<br/>ㅁ 전화 후 방문 051-724-3749, 010-6611-3749 // <br/><br/>** 실제 서비스 제공기간에 따라 임금을 계산하여  지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002409120008&rtnTarget=list5
워크넷,에이플러스(A+)예원통합복지센터,재가요양보호사 모집(기장),"시급 9,860원 ~ 9,860원",24/09/12,정보 없음,"부산광역시 기장군 기장읍 대청로 13, . (삼홍하이츠)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              1. 업 체 명 : A+예원통합복지센터<br/>2. 근무주소 : 기장읍 대라하이츠아파트(기장고등학교 인근)<br/>3. 모집직종 : 재가 요양보호사 1명 (대상자 : 4등급, 45세 여성, 가족거주)<br/>4. 우대사항 : 요양보호사 자격(필수)<br/>5. 근무시간 : 주 5~6일 , 09:00~12:00 <br/>6. 급여사항 : 시급 12,600원(수당포함)<br/>7. 복리후생 : 4대 보험, 퇴직금<br/>8. 접수방법 : 전화 후 방문 - 자격증사본, 건강검진서<br/>9. 문의 : 051-723-0209 / 010-8522-8570 //<br/><br/>**실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBD002409120007&rtnTarget=list6
워크넷,미엘,병원 조리보조원 채용,월급 206만원 이상,24/09/12,정보 없음,"부산광역시 동래구 중앙대로 1523, 부산우리들병원 12층 (온천동, SKHUBSKY)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",기관 구내식당업,,"<td>
              
              병원 조리보조원 채용<br/>- 식자재 전처리, 주방청소, 환자배식 등 <br/>-부산 동래구 온천동 (1호선 온천장역 3번출구 인근)<br/>- 근무시간 : 5:30~18:30 (휴게시간 3시간 포함)<br/>- 주중5일 스케줄 근무 /월 8회 휴무 <br/>-시간외 근무 있음, 시간외 수당 별도지급<br/>
</td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0052409120004&rtnTarget=list7
워크넷,염하용핵의학의원,[일반내과의원]구내식당 주방보조원,"시급 9,860원 이상",24/09/12,정보 없음,"부산광역시 동구 중앙대로286번길 5, 염하용핵의학의원 (초량동)",관계없음,학력무관,주 5일 근무,일반 병원,,"<td>
              
              [일반내과의원]구내식당 주방보조원<br/>-병원직원 조리보조업무<br/>-식수 20-30명 이내<br/>-근무시간 : 2일 근무 1일 휴무, 7:00-18:00 (휴게시간 포함)<br/>-시급 9860원 이상, 경력무관
            </td>",관계없음  ,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KEC0052409120003&rtnTarget=list8
워크넷,참기쁜방문요양센터,[연산동] 재가요양보호사 모집,"시급 9,860원 ~ 12,500원",24/09/12,24/09/26 마감,"부산광역시 연제구 고분로 200, . (연산동, 연산엘지아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              - 고분로 200, 연산동 연산LG아파트<br/>- 3등급 남 어르신(60대초/뇌경색편마비有) <br/>- 주 5일 / 10:00~13:00(3시간)<br/>- 시급 9,860원 (※ 수당별도, 수당포함시 약 12,500원)<br/>- 가사지원 및 일상생활지원<br/><br/>- [참기쁜방문요양센터] :010-3566-2707 / 051-757-2707 -<br/><br/>* 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금,근무(예정)지 등에 차이가 있을수 있음
            </td>",요양보호사(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBG002409120006&rtnTarget=list9
워크넷,삼동재가노인지원서비스센터,[금곡동] 재가요양보호사 모집,"시급 9,860원 이상",24/09/12,24/10/11 마감,"부산광역시 북구 효열로 76, . (금곡동, 금곡4단지주공아파트)",경력 (최소 0년 1 개월 이상) 우대,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",사회복지 서비스업,,"<td>
              
              [금곡동 재가요양보호사 모집]<br/><br/>▶ 대상자: 4등급/ 70세/ 할머니/ 독거<br/>▶ 근무시간: 오전 9시~12시 / 주5일 <br/>▶ 청소, 식사준비, 장보기, 가사 업무, 병원동행 및 일상생활지원<br/>▶ 주휴수당 등 발생시 별도 지급<br/><br/>◆ 지원문의 : 삼동재가노인지원서비스센터 051-343-5685 ◆<br/><br/>* 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사1급(필수),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBI002409120004&rtnTarget=list10
